electrode_1_willison_amplitude,electrode_2_willison_amplitude,electrode_3_willison_amplitude,electrode_4_willison_amplitude,electrode_5_willison_amplitude,electrode_6_willison_amplitude,electrode_7_willison_amplitude,electrode_8_willison_amplitude
0,1,5,81,15,0,0,0
0,0,5,87,19,0,0,0
0,0,8,79,22,11,1,0
0,0,6,96,15,0,0,0
0,0,8,90,16,0,0,0
0,0,8,96,25,1,0,0
1,7,0,27,4,0,0,0
1,9,0,3,1,1,0,0
1,12,0,0,0,1,0,0
2,10,2,0,0,0,0,0
0,8,0,0,0,0,0,0
1,10,0,1,0,0,0,0
1,9,1,0,1,1,0,2
0,5,0,0,1,0,0,0
1,10,1,0,4,0,0,0
0,6,0,0,1,0,0,0
0,9,0,0,0,0,0,0
0,8,1,0,6,0,0,0
0,24,3,7,38,0,0,0
0,17,2,16,60,0,0,0
0,14,1,13,45,0,0,0
0,14,0,15,42,0,0,0
0,23,4,9,40,0,0,0
0,27,1,13,55,0,0,0
0,36,6,12,41,0,0,0
0,19,6,14,46,0,1,0
0,17,1,9,29,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,0,0,0,0,7,50,1
6,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,3,0,2,0
0,0,0,1,10,1,14,0
0,0,0,1,9,0,25,0
11,0,0,1,16,2,19,11
0,0,0,3,20,0,24,0
0,0,0,0,15,0,27,0
0,0,0,3,6,5,32,0
0,0,0,1,18,3,14,0
0,0,0,2,18,2,8,0
0,0,0,1,15,1,9,0
0,0,0,2,14,0,0,0
0,0,0,1,9,2,6,0
0,0,1,0,10,1,5,0
0,0,0,0,9,0,1,0
0,0,0,3,17,2,8,0
0,0,0,1,21,1,7,0
0,0,0,0,18,7,26,2
0,0,2,2,12,3,13,0
0,0,0,0,9,1,30,1
0,0,0,2,21,2,10,0
0,0,0,1,13,2,13,0
0,0,0,0,19,4,2,0
0,0,0,1,21,0,9,0
0,0,0,0,11,3,8,0
0,0,1,1,12,3,4,0
0,0,0,1,18,3,1,0
